event_key	cell_type	event_type	gene_id	gene_symbol	n_form1_isos	n_form2_isos	form1_any_ptc	form2_any_ptc	form1_ptc_known	form2_ptc_known	ptc_differs	ptc_in_inclusion	ptc_in_skipping
DD:A5SS:2985	DD	A5SS	ENSG00000095059	DHPS	1	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:2986	DD	A5SS	ENSG00000095059	DHPS	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:2987	DD	A5SS	ENSG00000095059	DHPS	4	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:3017	DD	A5SS	ENSG00000184432	COPB2	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3042	DD	A5SS	ENSG00000175193	PARL	2	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:3109	DD	A5SS	ENSG00000136631	VPS45	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:3178	DD	A5SS	ENSG00000136271	DDX56	1	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3181	DD	A5SS	ENSG00000136271	DDX56	1	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3253	DD	A5SS	ENSG00000187231	SESTD1	1	10	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3297	DD	A5SS	ENSG00000101052	IFT52	1	5	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3316	DD	A5SS	ENSG00000166224	SGPL1	11	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3325	DD	A5SS	ENSG00000172663	TMEM134	1	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3326	DD	A5SS	ENSG00000172663	TMEM134	2	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3340	DD	A5SS	ENSG00000215375	MYL5	3	26	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:3347	DD	A5SS	ENSG00000213928	IRF9	5	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3371	DD	A5SS	ENSG00000129465	RIPK3	3	7	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:3378	DD	A5SS	ENSG00000198860	TSEN15	2	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:3385	DD	A5SS	ENSG00000155229	MMS19	13	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3388	DD	A5SS	ENSG00000106400	ZNHIT1	1	1	FALSE	FALSE	FALSE	TRUE	NA	FALSE	FALSE
DD:A5SS:3407	DD	A5SS	ENSG00000102901	CENPT	24	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3448	DD	A5SS	ENSG00000243335	KCTD7	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:3566	DD	A5SS	ENSG00000171960	PPIH	3	12	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3710	DD	A5SS	ENSG00000086189	DIMT1	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3738	DD	A5SS	ENSG00000121578	B4GALT4	9	5	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3759	DD	A5SS	ENSG00000164180	TMEM161B	1	30	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3840	DD	A5SS	ENSG00000125459	MSTO1	2	6	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:3844	DD	A5SS	ENSG00000125459	MSTO1	1	7	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:3852	DD	A5SS	ENSG00000077152	UBE2T	1	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:3863	DD	A5SS	ENSG00000104381	GDAP1	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3866	DD	A5SS	ENSG00000104381	GDAP1	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:3884	DD	A5SS	ENSG00000144029	MRPS5	2	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:3989	DD	A5SS	ENSG00000142910	TINAGL1	7	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:4047	DD	A5SS	ENSG00000198836	OPA1	1	12	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:4122	DD	A5SS	ENSG00000089195	TRMT6	2	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:4142	DD	A5SS	ENSG00000225697	SLC26A6	8	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:4199	DD	A5SS	ENSG00000134910	STT3A	2	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:4240	DD	A5SS	ENSG00000196655	TRAPPC4	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:4262	DD	A5SS	ENSG00000174720	LARP7	7	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:4388	DD	A5SS	ENSG00000043514	TRIT1	10	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:4422	DD	A5SS	ENSG00000070061	ELP1	1	8	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:4467	DD	A5SS	ENSG00000150756	ATPSCKMT	5	1	TRUE	FALSE	TRUE	FALSE	NA	TRUE	FALSE
DD:A5SS:4492	DD	A5SS	ENSG00000105146	AURKC	1	6	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:4546	DD	A5SS	ENSG00000113522	RAD50	9	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:4571	DD	A5SS	ENSG00000128604	IRF5	25	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:4646	DD	A5SS	ENSG00000117481	NSUN4	5	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:4672	DD	A5SS	ENSG00000143436	MRPL9	1	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:4700	DD	A5SS	ENSG00000163516	ANKZF1	7	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:4715	DD	A5SS	ENSG00000124356	STAMBP	1	13	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:4716	DD	A5SS	ENSG00000124356	STAMBP	12	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:4762	DD	A5SS	ENSG00000141349	G6PC3	2	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:4816	DD	A5SS	ENSG00000105865	DUS4L	6	8	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:4843	DD	A5SS	ENSG00000128463	EMC4	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:5071	DD	A5SS	ENSG00000135249	RINT1	5	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:5095	DD	A5SS	ENSG00000003509	NDUFAF7	4	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:5096	DD	A5SS	ENSG00000003509	NDUFAF7	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:5267	DD	A5SS	ENSG00000197530	MIB2	10	6	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:5268	DD	A5SS	ENSG00000197530	MIB2	2	6	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:5335	DD	A5SS	ENSG00000102317	RBM3	2	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:5342	DD	A5SS	ENSG00000258315	C17orf49	6	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:A5SS:5351	DD	A5SS	ENSG00000140521	POLG	6	11	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:5386	DD	A5SS	ENSG00000117226	GBP3	2	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:5400	DD	A5SS	ENSG00000165688	PMPCA	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:5408	DD	A5SS	ENSG00000147955	SIGMAR1	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:5442	DD	A5SS	ENSG00000172269	DPAGT1	1	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:5451	DD	A5SS	ENSG00000155906	RMND1	3	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:5536	DD	A5SS	ENSG00000122481	RWDD3	3	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:5541	DD	A5SS	ENSG00000156170	NDUFAF6	3	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:5606	DD	A5SS	ENSG00000163743	RCHY1	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:5716	DD	A5SS	ENSG00000173040	EVC2	11	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:5761	DD	A5SS	ENSG00000090621	PABPC4	1	7	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:5812	DD	A5SS	ENSG00000235098	ANKRD65	3	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:5890	DD	A5SS	ENSG00000143258	USP21	11	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:5928	DD	A5SS	ENSG00000148335	NTMT1	3	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:5929	DD	A5SS	ENSG00000161202	DVL3	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:5969	DD	A5SS	ENSG00000163938	GNL3	1	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:6008	DD	A5SS	ENSG00000140326	CDAN1	13	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:6058	DD	A5SS	ENSG00000157470	FAM81A	13	5	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:6249	DD	A5SS	ENSG00000088179	PTPN4	4	5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:6258	DD	A5SS	ENSG00000104783	KCNN4	1	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:6319	DD	A5SS	ENSG00000177646	ACAD9	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:6355	DD	A5SS	ENSG00000150768	DLAT	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:6378	DD	A5SS	ENSG00000182240	BACE2	2	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:6513	DD	A5SS	ENSG00000047346	ATOSA	1	7	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:6545	DD	A5SS	ENSG00000100532	CGRRF1	1	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:6563	DD	A5SS	ENSG00000101182	PSMA7	1	1	FALSE	FALSE	FALSE	TRUE	NA	FALSE	FALSE
DD:A5SS:6660	DD	A5SS	ENSG00000183696	UPP1	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:6662	DD	A5SS	ENSG00000183696	UPP1	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:6678	DD	A5SS	ENSG00000115524	SF3B1	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:6683	DD	A5SS	ENSG00000169251	NMD3	4	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:6690	DD	A5SS	ENSG00000162971	TYW5	1	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:6691	DD	A5SS	ENSG00000155729	KCTD18	6	4	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:6747	DD	A5SS	ENSG00000146223	RPL7L1	1	2	FALSE	FALSE	FALSE	TRUE	NA	FALSE	FALSE
DD:A5SS:6784	DD	A5SS	ENSG00000163481	RNF25	3	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:6793	DD	A5SS	ENSG00000198925	ATG9A	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:6837	DD	A5SS	ENSG00000187091	PLCD1	8	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:6871	DD	A5SS	ENSG00000132323	ILKAP	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:6876	DD	A5SS	ENSG00000132323	ILKAP	3	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:6889	DD	A5SS	ENSG00000177302	TOP3A	1	11	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:6981	DD	A5SS	ENSG00000163703	CRELD1	8	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:7023	DD	A5SS	ENSG00000131368	MRPS25	1	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:7025	DD	A5SS	ENSG00000168404	MLKL	3	11	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7101	DD	A5SS	ENSG00000124155	PIGT	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:7139	DD	A5SS	ENSG00000126226	PCID2	1	5	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:7167	DD	A5SS	ENSG00000100889	PCK2	1	12	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:7168	DD	A5SS	ENSG00000114812	VIPR1	12	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7279	DD	A5SS	ENSG00000092094	OSGEP	3	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7353	DD	A5SS	ENSG00000145241	CENPC	3	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:7419	DD	A5SS	ENSG00000145191	EIF2B5	1	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7487	DD	A5SS	ENSG00000135686	KLHL36	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:7498	DD	A5SS	ENSG00000089327	FXYD5	1	8	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:7521	DD	A5SS	ENSG00000163608	NEPRO	1	6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7528	DD	A5SS	ENSG00000075089	ACTR6	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:7534	DD	A5SS	ENSG00000163389	POGLUT1	1	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7543	DD	A5SS	ENSG00000132793	LPIN3	7	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7577	DD	A5SS	ENSG00000033011	ALG1	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:7620	DD	A5SS	ENSG00000117054	ACADM	2	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7664	DD	A5SS	ENSG00000135838	NPL	1	15	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:7696	DD	A5SS	ENSG00000106638	TBL2	4	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:7831	DD	A5SS	ENSG00000127980	PEX1	5	5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:7843	DD	A5SS	ENSG00000170412	GPRC5C	8	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:7966	DD	A5SS	ENSG00000154124	OTULIN	3	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:8228	DD	A5SS	ENSG00000006634	DBF4	6	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:8369	DD	A5SS	ENSG00000162236	STX5	1	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:8373	DD	A5SS	ENSG00000170222	ADPRM	3	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:8399	DD	A5SS	ENSG00000165801	ARHGEF40	16	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:8404	DD	A5SS	ENSG00000096746	HNRNPH3	6	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:8500	DD	A5SS	ENSG00000185163	DDX51	2	6	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:8571	DD	A5SS	ENSG00000107521	HPS1	1	6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:8643	DD	A5SS	ENSG00000186866	POFUT2	2	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:8693	DD	A5SS	ENSG00000203791	EEF1AKMT2	2	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:8748	DD	A5SS	ENSG00000196547	MAN2A2	13	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:8791	DD	A5SS	ENSG00000177830	CHID1	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:8830	DD	A5SS	ENSG00000148291	SURF2	1	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:8845	DD	A5SS	ENSG00000166311	SMPD1	1	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:8854	DD	A5SS	ENSG00000130529	TRPM4	3	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:8981	DD	A5SS	ENSG00000161179	YDJC	2	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:9025	DD	A5SS	ENSG00000001497	LAS1L	5	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:9170	DD	A5SS	ENSG00000162300	ZFPL1	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:9249	DD	A5SS	ENSG00000197345	MRPL21	2	6	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:9338	DD	A5SS	ENSG00000171202	TMEM126A	4	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:9353	DD	A5SS	ENSG00000180773	SLC36A4	5	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:9402	DD	A5SS	ENSG00000166855	CLPX	5	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:9587	DD	A5SS	ENSG00000144233	AMMECR1L	3	10	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:9671	DD	A5SS	ENSG00000111247	RAD51AP1	2	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:9672	DD	A5SS	ENSG00000111247	RAD51AP1	3	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:9674	DD	A5SS	ENSG00000111247	RAD51AP1	9	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:9885	DD	A5SS	ENSG00000167528	ZNF641	1	14	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:9904	DD	A5SS	ENSG00000135451	TROAP	26	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10008	DD	A5SS	ENSG00000105298	CACTIN	6	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:10067	DD	A5SS	ENSG00000148225	WDR31	10	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10074	DD	A5SS	ENSG00000184575	XPOT	9	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10092	DD	A5SS	ENSG00000111530	CAND1	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10110	DD	A5SS	ENSG00000102125	TAFAZZIN	3	9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:10133	DD	A5SS	ENSG00000147316	MCPH1	6	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10134	DD	A5SS	ENSG00000103266	STUB1	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10146	DD	A5SS	ENSG00000140598	EFL1	1	6	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10170	DD	A5SS	ENSG00000177889	UBE2N	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10200	DD	A5SS	ENSG00000137871	ZNF280D	5	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:10204	DD	A5SS	ENSG00000110851	PRDM4	5	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:10219	DD	A5SS	ENSG00000177082	WDR73	2	3	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10225	DD	A5SS	ENSG00000186298	PPP1CC	3	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10231	DD	A5SS	ENSG00000204842	ATXN2	2	21	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10241	DD	A5SS	ENSG00000011295	TTC19	2	4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:10281	DD	A5SS	ENSG00000110801	PSMD9	1	2	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10361	DD	A5SS	ENSG00000182944	EWSR1	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10382	DD	A5SS	ENSG00000244754	N4BP2L2	6	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:10472	DD	A5SS	ENSG00000102103	PQBP1	7	2	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10495	DD	A5SS	ENSG00000156253	RWDD2B	3	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:10568	DD	A5SS	ENSG00000136319	TTC5	2	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10585	DD	A5SS	ENSG00000111424	VDR	3	13	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10607	DD	A5SS	ENSG00000092098	RNF31	1	5	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10618	DD	A5SS	ENSG00000254505	CHMP4A	1	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:10686	DD	A5SS	ENSG00000162894	FCMR	1	1	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10700	DD	A5SS	ENSG00000165516	KLHDC2	2	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:10704	DD	A5SS	ENSG00000100483	VCPKMT	2	3	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DD:A5SS:10743	DD	A5SS	ENSG00000160193	WDR4	7	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:10814	DD	A5SS	ENSG00000119725	ZNF410	4	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:10822	DD	A5SS	ENSG00000167778	SPRYD3	1	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:11023	DD	A5SS	ENSG00000003393	ALS2	1	4	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:11060	DD	A5SS	ENSG00000159314	ARHGAP27	5	1	FALSE	FALSE	TRUE	FALSE	NA	FALSE	FALSE
DD:A5SS:11117	DD	A5SS	ENSG00000104129	DNAJC17	1	6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:11160	DD	A5SS	ENSG00000101311	FERMT1	5	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:11257	DD	A5SS	ENSG00000128973	CLN6	2	3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:11366	DD	A5SS	ENSG00000168944	CEP120	1	15	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:11576	DD	A5SS	ENSG00000100410	PHF5A	1	1	FALSE	FALSE	FALSE	TRUE	NA	FALSE	FALSE
DD:A5SS:11650	DD	A5SS	ENSG00000213648	SULT1A4	14	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
DD:A5SS:11734	DD	A5SS	ENSG00000130734	ATG4D	2	2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:11762	DD	A5SS	ENSG00000125124	BBS2	8	1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
DD:A5SS:11785	DD	A5SS	ENSG00000102890	ELMO3	4	1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
DD:A5SS:11789	DD	A5SS	ENSG00000104731	KLHDC4	6	1	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
