comparator_isoform_id	gene_id	reference_isoform_id	comparison	distance	category	last_ejc_tx_pos	own_stop_tx_pos
ENSG00000164308.19.novel3	ENSG00000164308.19	ENST00000437043.8	NMD	1198	effectively_ptc	3522	2324
ENSG00000164329.16.novel3	ENSG00000164329.16	ENST00000453514.6	NMD	300	effectively_ptc	2028	1728
ENSG00000164347.19.novel1	ENSG00000164347.19	ENST00000296805.8	Control	-196	truncated_no_ejc	1104	1300
ENSG00000164347.19.novel2	ENSG00000164347.19	ENST00000296805.8	NMD	478	effectively_ptc	2572	2094
ENSG00000164761.10.novel1	ENSG00000164761.10	ENST00000297350.9	NMD	507	effectively_ptc	1548	1041
ENSG00000164761.10.novel3	ENSG00000164761.10	ENST00000297350.9	Control	-237	truncated_no_ejc	1241	1478
ENSG00000164815.12.novel1	ENSG00000164815.12	ENST00000297431.9	NMD	410	effectively_ptc	1355	945
ENSG00000164929.18.novel8	ENSG00000164929.18	ENST00000309982.10	NMD	76	effectively_ptc	734	658
ENSG00000165338.17.novel1	ENSG00000165338.17	ENST00000371681.8	NMD	691	effectively_ptc	2970	2279
ENSG00000165476.15.novel1	ENSG00000165476.15	ENST00000373758.5	NMD	117	effectively_ptc	1046	929
ENSG00000165476.15.novel15	ENSG00000165476.15	ENST00000373758.5	Control	-268	truncated_no_ejc	804	1072
ENSG00000165501.18.novel1	ENSG00000165501.18	ENST00000318317.8	Control	671	effectively_ptc	1808	1137
ENSG00000165501.18.novel4	ENSG00000165501.18	ENST00000318317.8	NMD	91	effectively_ptc	1698	1607
ENSG00000165591.8.novel5	ENSG00000165591.8	ENST00000374900.5	NMD	140	effectively_ptc	1834	1694
ENSG00000165733.9.novel50	ENSG00000165733.9	ENST00000374518.6	NMD	146	effectively_ptc	2119	1973
ENSG00000165792.19.novel3	ENSG00000165792.19	ENST00000339374.11	Control	1176	effectively_ptc	1645	469
ENSG00000165915.15.novel1	ENSG00000165915.15	ENST00000869741.1	NMD	135	effectively_ptc	1346	1211
ENSG00000165915.15.novel3	ENSG00000165915.15	ENST00000869741.1	Control	-74	truncated_no_ejc	1039	1113
ENSG00000166037.12.novel12	ENSG00000166037.12	ENST00000538658.5	Control	-174	truncated_no_ejc	1209	1383
ENSG00000166037.12.novel9	ENSG00000166037.12	ENST00000538658.5	NMD	144	effectively_ptc	1358	1214
ENSG00000166123.15.novel1	ENSG00000166123.15	ENST00000340124.9	NMD	1333	effectively_ptc	1765	432
ENSG00000166164.17.novel4	ENSG00000166164.17	ENST00000710357.1	NMD	389	effectively_ptc	2084	1695
ENSG00000166197.18.novel3	ENSG00000166197.18	ENST00000488254.6	NMD	1716	effectively_ptc	2124	408
ENSG00000166311.11.novel4	ENSG00000166311.11	ENST00000342245.9	Control	1571	effectively_ptc	2134	563
ENSG00000166484.21.novel1	ENSG00000166484.21	ENST00000395604.8	NMD	2451	effectively_ptc	3225	774
ENSG00000166529.17.novel1	ENSG00000166529.17	ENST00000292450.9	Control	-828	no_downstream_ejc	902	1730
ENSG00000166529.17.novel3	ENSG00000166529.17	ENST00000292450.9	NMD	110	effectively_ptc	916	806
ENSG00000166780.12.novel6	ENSG00000166780.12	ENST00000300006.9	Control	-129	no_downstream_ejc	686	815
ENSG00000166780.12.novel7	ENSG00000166780.12	ENST00000300006.9	NMD	386	effectively_ptc	837	451
ENSG00000166855.10.novel1	ENSG00000166855.10	ENST00000300107.7	NMD	721	effectively_ptc	2332	1611
ENSG00000166855.10.novel43	ENSG00000166855.10	ENST00000300107.7	Control	-349	truncated_no_ejc	1766	2115
ENSG00000166881.11.novel2	ENSG00000166881.11	ENST00000300128.9	NMD	375	effectively_ptc	1090	715
ENSG00000166881.11.novel3	ENSG00000166881.11	ENST00000300128.9	Control	-228	truncated_no_ejc	800	1028
ENSG00000167302.12.novel1	ENSG00000167302.12	ENST00000637944.2	NMD	313	effectively_ptc	1392	1079
ENSG00000167302.12.novel2	ENSG00000167302.12	ENST00000637944.2	Control	-547	no_downstream_ejc	2330	2877
ENSG00000167306.22.novel3	ENSG00000167306.22	ENST00000592688.1	Control	-151	no_downstream_ejc	5733	5884
ENSG00000167306.22.novel6	ENSG00000167306.22	ENST00000592688.1	NMD	496	effectively_ptc	4127	3631
ENSG00000167515.12.novel4	ENSG00000167515.12	ENST00000696289.1	NMD	932	effectively_ptc	1658	726
ENSG00000167600.15.novel1	ENSG00000167600.15	ENST00000310054.9	Control	-223	truncated_no_ejc	1032	1255
ENSG00000167600.15.novel2	ENSG00000167600.15	ENST00000310054.9	NMD	508	effectively_ptc	1556	1048
ENSG00000167861.17.novel1	ENSG00000167861.17	ENST00000425042.7	Control	-235	truncated_no_ejc	1541	1776
ENSG00000167861.17.novel5	ENSG00000167861.17	ENST00000425042.7	NMD	694	effectively_ptc	2522	1828
ENSG00000168216.14.novel1	ENSG00000168216.14	ENST00000649934.3	NMD	265	effectively_ptc	1661	1396
ENSG00000168216.14.novel3	ENSG00000168216.14	ENST00000649934.3	Control	-109	truncated_no_ejc	1177	1286
ENSG00000168389.19.novel1	ENSG00000168389.19	ENST00000372811.10	Control	-62	truncated_no_ejc	2303	2365
ENSG00000168389.19.novel2	ENSG00000168389.19	ENST00000372811.10	NMD	392	effectively_ptc	1504	1112
ENSG00000168476.13.novel1	ENSG00000168476.13	ENST00000306306.8	NMD	386	effectively_ptc	1531	1145
ENSG00000168495.14.novel2	ENSG00000168495.14	ENST00000397802.8	NMD	117	effectively_ptc	1025	908
ENSG00000168724.19.novel1	ENSG00000168724.19	ENST00000648817.1	Control	-167	truncated_no_ejc	1286	1453
ENSG00000168724.19.novel7	ENSG00000168724.19	ENST00000648817.1	NMD	448	effectively_ptc	1627	1179
ENSG00000168826.17.novel1	ENSG00000168826.17	ENST00000337872.9	NMD	313	effectively_ptc	1734	1421
ENSG00000168826.17.novel3	ENSG00000168826.17	ENST00000337872.9	Control	-23	truncated_no_ejc	1525	1548
ENSG00000168883.21.novel1	ENSG00000168883.21	ENST00000323701.11	NMD	1207	effectively_ptc	1755	548
ENSG00000169087.12.novel1	ENSG00000169087.12	ENST00000306103.3	Control	-31	truncated_no_ejc	933	964
ENSG00000169087.12.novel3	ENSG00000169087.12	ENST00000306103.3	NMD	342	effectively_ptc	1171	829
ENSG00000169251.14.novel2	ENSG00000169251.14	ENST00000351193.7	Control	-129	no_downstream_ejc	1857	1986
ENSG00000169251.14.novel3	ENSG00000169251.14	ENST00000351193.7	NMD	1163	effectively_ptc	1496	333
ENSG00000169410.12.novel11	ENSG00000169410.12	ENST00000618819.5	NMD	377	effectively_ptc	2280	1903
ENSG00000169410.12.novel8	ENSG00000169410.12	ENST00000618819.5	Control	-226	truncated_no_ejc	1241	1467
ENSG00000169621.12.novel1	ENSG00000169621.12	ENST00000303795.9	NMD	845	effectively_ptc	1788	943
ENSG00000169621.12.novel4	ENSG00000169621.12	ENST00000303795.9	Control	-229	truncated_no_ejc	364	593
ENSG00000169733.13.novel1	ENSG00000169733.13	ENST00000310496.9	NMD	325	effectively_ptc	1255	930
ENSG00000169733.13.novel9	ENSG00000169733.13	ENST00000310496.9	Control	1194	effectively_ptc	1685	491
ENSG00000169972.14.novel1	ENSG00000169972.14	ENST00000379031.10	Control	977	effectively_ptc	1655	678
ENSG00000169972.14.novel4	ENSG00000169972.14	ENST00000379031.10	NMD	952	effectively_ptc	1356	404
ENSG00000170412.19.novel2	ENSG00000170412.19	ENST00000392627.7	Control	35	no_downstream_ejc	2564	2529
ENSG00000170477.13.novel1	ENSG00000170477.13	ENST00000551956.2	Control	2489	effectively_ptc	3058	569
ENSG00000170477.13.novel5	ENSG00000170477.13	ENST00000551956.2	NMD	700	effectively_ptc	1485	785
ENSG00000170537.14.novel1	ENSG00000170537.14	ENST00000304381.10	NMD	1066	effectively_ptc	2305	1239
ENSG00000170542.8.novel1	ENSG00000170542.8	ENST00000380698.5	NMD	614	effectively_ptc	1189	575
ENSG00000170542.8.novel45	ENSG00000170542.8	ENST00000380698.5	Control	-94	truncated_no_ejc	1049	1143
ENSG00000170581.16.novel3	ENSG00000170581.16	ENST00000314128.9	NMD	1517	effectively_ptc	2860	1343
ENSG00000171055.16.novel7	ENSG00000171055.16	ENST00000405912.8	Control	-378	truncated_no_ejc	712	1090
ENSG00000171103.12.novel1	ENSG00000171103.12	ENST00000306108.10	Control	-42	truncated_no_ejc	1777	1819
ENSG00000171103.12.novel3	ENSG00000171103.12	ENST00000306108.10	NMD	566	effectively_ptc	1350	784
ENSG00000171401.16.novel1	ENSG00000171401.16	ENST00000246635.8	NMD	869	effectively_ptc	1359	490
ENSG00000171401.16.novel12	ENSG00000171401.16	ENST00000246635.8	Control	2270	effectively_ptc	2954	684
ENSG00000171462.16.novel2	ENSG00000171462.16	ENST00000357338.3	Control	-734	no_downstream_ejc	608	1342
ENSG00000171462.16.novel3	ENSG00000171462.16	ENST00000357338.3	NMD	377	effectively_ptc	712	335
ENSG00000171903.18.novel1	ENSG00000171903.18	ENST00000402119.9	NMD	740	effectively_ptc	1758	1018
ENSG00000172243.19.novel1	ENSG00000172243.19	ENST00000353231.9	Control	2	truncated_no_ejc	592	590
ENSG00000172243.19.novel3	ENSG00000172243.19	ENST00000353231.9	NMD	121	effectively_ptc	729	608
ENSG00000172331.13.novel14	ENSG00000172331.13	ENST00000344924.8	Control	-177	no_downstream_ejc	2142	2319
ENSG00000172594.14.novel4	ENSG00000172594.14	ENST00000368440.5	NMD	421	effectively_ptc	1476	1055
ENSG00000172939.10.novel1	ENSG00000172939.10	ENST00000311806.8	NMD	1306	effectively_ptc	2438	1132
ENSG00000172939.10.novel4	ENSG00000172939.10	ENST00000311806.8	Control	-67	truncated_no_ejc	1642	1709
ENSG00000173145.12.novel15	ENSG00000173145.12	ENST00000371361.3	Control	-177	truncated_no_ejc	732	909
ENSG00000173145.12.novel2	ENSG00000173145.12	ENST00000371361.3	NMD	2132	effectively_ptc	2547	415
ENSG00000173156.8.novel41	ENSG00000173156.8	ENST00000308831.7	NMD	121	effectively_ptc	1585	1464
ENSG00000173540.15.novel72	ENSG00000173540.15	ENST00000308388.7	NMD	136	effectively_ptc	1469	1333
ENSG00000173540.15.novel73	ENSG00000173540.15	ENST00000308388.7	Control	856	effectively_ptc	1321	465
ENSG00000173926.7.novel1	ENSG00000173926.7	ENST00000308660.6	Control	205	effectively_ptc	1064	859
ENSG00000173926.7.novel30	ENSG00000173926.7	ENST00000308660.6	NMD	-157	no_downstream_ejc	1211	1368
ENSG00000174177.14.novel3	ENSG00000174177.14	ENST00000453996.7	NMD	206	effectively_ptc	1484	1278
ENSG00000174227.17.novel2	ENSG00000174227.17	ENST00000453061.7	Control	-372	truncated_no_ejc	1063	1435
ENSG00000174227.17.novel4	ENSG00000174227.17	ENST00000453061.7	NMD	111	effectively_ptc	2590	2479
ENSG00000174442.13.novel1	ENSG00000174442.13	ENST00000307897.10	NMD	126	effectively_ptc	2142	2016
ENSG00000174483.21.novel2	ENSG00000174483.21	ENST00000318312.12	Control	-211	truncated_no_ejc	632	843
ENSG00000174483.21.novel6	ENSG00000174483.21	ENST00000318312.12	NMD	1404	effectively_ptc	1704	300
ENSG00000174842.18.novel1	ENSG00000174842.18	ENST00000370360.8	NMD	1397	effectively_ptc	1821	424
ENSG00000174842.18.novel2	ENSG00000174842.18	ENST00000370360.8	Control	-115	truncated_no_ejc	1749	1864
ENSG00000174915.13.novel1	ENSG00000174915.13	ENST00000308020.6	Control	62	effectively_ptc	1743	1681
ENSG00000174915.13.novel2	ENSG00000174915.13	ENST00000308020.6	NMD	830	effectively_ptc	1437	607
ENSG00000174943.12.novel3	ENSG00000174943.12	ENST00000568000.6	NMD	253	effectively_ptc	1022	769
ENSG00000174989.15.novel3	ENSG00000174989.15	ENST00000455858.2	NMD	890	effectively_ptc	1474	584
ENSG00000175137.12.novel2	ENSG00000175137.12	ENST00000366472.6	NMD	193	effectively_ptc	2116	1923
ENSG00000175215.11.novel1	ENSG00000175215.11	ENST00000398073.7	Control	-124	no_downstream_ejc	1236	1360
ENSG00000175215.11.novel3	ENSG00000175215.11	ENST00000398073.7	NMD	409	effectively_ptc	1334	925
ENSG00000175287.20.novel10	ENSG00000175287.20	ENST00000875832.1	NMD	515	effectively_ptc	1031	516
ENSG00000175287.20.novel22	ENSG00000175287.20	ENST00000875832.1	Control	-44	truncated_no_ejc	636	680
ENSG00000175782.12.novel2	ENSG00000175782.12	ENST00000398004.4	Control	-274	no_downstream_ejc	970	1244
ENSG00000176142.14.novel1	ENSG00000176142.14	ENST00000319172.10	Control	-232	no_downstream_ejc	1650	1882
ENSG00000176142.14.novel2	ENSG00000176142.14	ENST00000319172.10	NMD	273	effectively_ptc	1879	1606
ENSG00000176148.17.novel6	ENSG00000176148.17	ENST00000334274.9	NMD	1000	effectively_ptc	1959	959
ENSG00000176390.13.novel2	ENSG00000176390.13	ENST00000324238.7	Control	-301	truncated_no_ejc	737	1038
ENSG00000176390.13.novel3	ENSG00000176390.13	ENST00000324238.7	NMD	74	effectively_ptc	1098	1024
ENSG00000176531.13.novel5	ENSG00000176531.13	ENST00000934851.1	NMD	469	effectively_ptc	2363	1894
ENSG00000176853.17.novel2	ENSG00000176853.17	ENST00000334705.12	NMD	1069	effectively_ptc	2653	1584
ENSG00000176953.14.novel1	ENSG00000176953.14	ENST00000320805.9	Control	-157	truncated_no_ejc	1295	1452
ENSG00000176953.14.novel2	ENSG00000176953.14	ENST00000320805.9	NMD	136	effectively_ptc	1028	892
ENSG00000177054.15.novel2	ENSG00000177054.15	ENST00000446113.7	NMD	159	effectively_ptc	1843	1684
ENSG00000177302.17.novel2	ENSG00000177302.17	ENST00000580095.5	NMD	1415	effectively_ptc	3744	2329
ENSG00000177427.14.novel1	ENSG00000177427.14	ENST00000323019.9	NMD	70	effectively_ptc	626	556
ENSG00000177427.14.novel2	ENSG00000177427.14	ENST00000323019.9	Control	2	no_downstream_ejc	1641	1639
ENSG00000177548.14.novel1	ENSG00000177548.14	ENST00000358201.9	NMD	2028	effectively_ptc	2653	625
ENSG00000177663.16.novel1	ENSG00000177663.16	ENST00000319363.11	NMD	500	effectively_ptc	1469	969
ENSG00000177663.16.novel5	ENSG00000177663.16	ENST00000319363.11	Control	-195	truncated_no_ejc	733	928
ENSG00000177731.17.novel2	ENSG00000177731.17	ENST00000327031.9	NMD	138	effectively_ptc	4138	4000
ENSG00000178026.14.novel3	ENSG00000178026.14	ENST00000318753.13	Control	512	effectively_ptc	1253	741
ENSG00000178149.18.novel8	ENSG00000178149.18	ENST00000341949.9	NMD	396	effectively_ptc	1759	1363
ENSG00000178177.18.novel1	ENSG00000178177.18	ENST00000326877.8	NMD	218	effectively_ptc	1627	1409
ENSG00000178694.10.novel1	ENSG00000178694.10	ENST00000314622.9	NMD	263	effectively_ptc	864	601
ENSG00000178694.10.novel2	ENSG00000178694.10	ENST00000314622.9	Control	819	effectively_ptc	1275	456
ENSG00000178971.18.novel1	ENSG00000178971.18	ENST00000651323.1	NMD	250	effectively_ptc	3745	3495
ENSG00000178999.14.novel1	ENSG00000178999.14	ENST00000585124.6	NMD	406	effectively_ptc	1174	768
ENSG00000178999.14.novel4	ENSG00000178999.14	ENST00000585124.6	Control	-172	truncated_no_ejc	899	1071
ENSG00000179262.11.novel1	ENSG00000179262.11	ENST00000586534.6	NMD	543	effectively_ptc	1156	613
ENSG00000179344.18.novel7	ENSG00000179344.18	ENST00000434651.7	NMD	320	effectively_ptc	834	514
ENSG00000179593.17.novel5	ENSG00000179593.17	ENST00000380183.9	Control	-125	truncated_no_ejc	594	719
ENSG00000179593.17.novel8	ENSG00000179593.17	ENST00000380183.9	NMD	168	effectively_ptc	1787	1619
ENSG00000179630.12.novel5	ENSG00000179630.12	ENST00000325686.7	NMD	626	effectively_ptc	1399	773
ENSG00000181481.15.novel1	ENSG00000181481.15	ENST00000324689.8	NMD	164	effectively_ptc	1652	1488
ENSG00000181513.16.novel1	ENSG00000181513.16	ENST00000586346.5	Control	-197	no_downstream_ejc	1325	1522
ENSG00000181513.16.novel4	ENSG00000181513.16	ENST00000586346.5	NMD	649	effectively_ptc	1210	561
ENSG00000181523.14.novel2	ENSG00000181523.14	ENST00000326317.11	Control	1	truncated_no_ejc	1189	1188
ENSG00000182087.15.novel1	ENSG00000182087.15	ENST00000356663.8	Control	-544	truncated_no_ejc	1528	2072
ENSG00000182087.15.novel4	ENSG00000182087.15	ENST00000356663.8	NMD	292	effectively_ptc	1649	1357
ENSG00000182325.12.novel1	ENSG00000182325.12	ENST00000331890.6	NMD	1235	effectively_ptc	2119	884
ENSG00000182858.15.novel1	ENSG00000182858.15	ENST00000330817.11	NMD	59	effectively_ptc	1402	1343
ENSG00000182858.15.novel2	ENSG00000182858.15	ENST00000330817.11	Control	-78	truncated_no_ejc	1453	1531
ENSG00000182872.17.novel1	ENSG00000182872.17	ENST00000864485.1	NMD	2043	effectively_ptc	3690	1647
ENSG00000183474.17.novel2	ENSG00000183474.17	ENST00000877333.1	NMD	877	effectively_ptc	1165	288
ENSG00000183576.14.novel1	ENSG00000183576.14	ENST00000331768.10	NMD	945	effectively_ptc	1544	599
ENSG00000183735.12.novel44	ENSG00000183735.12	ENST00000331710.10	Control	-109	truncated_no_ejc	2324	2433
ENSG00000183763.10.novel1	ENSG00000183763.10	ENST00000331456.7	NMD	1084	effectively_ptc	1526	442
ENSG00000183763.10.novel2	ENSG00000183763.10	ENST00000331456.7	Control	-82	truncated_no_ejc	1361	1443
ENSG00000183963.20.novel1	ENSG00000183963.20	ENST00000333137.12	NMD	2502	effectively_ptc	3405	903
ENSG00000184205.15.novel1	ENSG00000184205.15	ENST00000375442.8	NMD	1069	effectively_ptc	2591	1522
ENSG00000184205.15.novel3	ENSG00000184205.15	ENST00000375442.8	Control	-162	truncated_no_ejc	1587	1749
ENSG00000184402.15.novel1	ENSG00000184402.15	ENST00000331758.8	NMD	150	effectively_ptc	1653	1503
ENSG00000184402.15.novel5	ENSG00000184402.15	ENST00000331758.8	Control	1156	effectively_ptc	1668	512
ENSG00000184497.14.novel1	ENSG00000184497.14	ENST00000375353.5	NMD	562	effectively_ptc	1199	637
ENSG00000184743.14.novel1	ENSG00000184743.14	ENST00000398868.8	Control	-85	truncated_no_ejc	1899	1984
ENSG00000184743.14.novel3	ENSG00000184743.14	ENST00000398868.8	NMD	698	effectively_ptc	2069	1371
ENSG00000185000.13.novel1	ENSG00000185000.13	ENST00000528718.6	Control	55	effectively_ptc	1125	1070
ENSG00000185000.13.novel11	ENSG00000185000.13	ENST00000528718.6	NMD	462	effectively_ptc	1729	1267
ENSG00000185009.14.novel1	ENSG00000185009.14	ENST00000372745.1	NMD	94	effectively_ptc	1635	1541
ENSG00000185163.11.novel1	ENSG00000185163.11	ENST00000397333.4	NMD	861	effectively_ptc	2206	1345
ENSG00000185163.11.novel6	ENSG00000185163.11	ENST00000397333.4	Control	1702	effectively_ptc	2078	376
ENSG00000185324.23.novel1	ENSG00000185324.23	ENST00000353379.12	Control	868	effectively_ptc	1912	1044
ENSG00000185324.23.novel2	ENSG00000185324.23	ENST00000353379.12	NMD	939	effectively_ptc	1071	132
ENSG00000185347.20.novel4	ENSG00000185347.20	ENST00000392522.8	NMD	651	effectively_ptc	1133	482
ENSG00000185386.16.novel1	ENSG00000185386.16	ENST00000330651.11	NMD	631	effectively_ptc	1341	710
ENSG00000185386.16.novel2	ENSG00000185386.16	ENST00000330651.11	Control	529	effectively_ptc	1193	664
ENSG00000185418.17.novel1	ENSG00000185418.17	ENST00000335968.8	NMD	1026	effectively_ptc	2545	1519
ENSG00000185418.17.novel2	ENSG00000185418.17	ENST00000335968.8	Control	-199	truncated_no_ejc	484	683
ENSG00000185507.22.novel2	ENSG00000185507.22	ENST00000525445.6	NMD	637	effectively_ptc	1539	902
ENSG00000185753.14.novel21	ENSG00000185753.14	ENST00000327877.10	NMD	718	effectively_ptc	4869	4151
ENSG00000186010.20.novel3	ENSG00000186010.20	ENST00000507754.9	Control	416	effectively_ptc	692	276
ENSG00000186088.17.novel2	ENSG00000186088.17	ENST00000257626.12	Control	-60	truncated_no_ejc	756	816
ENSG00000186088.17.novel7	ENSG00000186088.17	ENST00000257626.12	NMD	2215	effectively_ptc	2733	518
ENSG00000186448.16.novel1	ENSG00000186448.16	ENST00000344387.9	NMD	382	effectively_ptc	1123	741
ENSG00000186522.16.novel2	ENSG00000186522.16	ENST00000397712.7	NMD	747	effectively_ptc	1541	794
ENSG00000186567.15.novel1	ENSG00000186567.15	ENST00000358777.10	Control	-52	truncated_no_ejc	1219	1271
ENSG00000186567.15.novel3	ENSG00000186567.15	ENST00000358777.10	NMD	553	effectively_ptc	1369	816
ENSG00000186908.16.novel1	ENSG00000186908.16	ENST00000426126.7	Control	-106	truncated_no_ejc	1485	1591
ENSG00000186908.16.novel3	ENSG00000186908.16	ENST00000426126.7	NMD	1109	effectively_ptc	1977	868
ENSG00000187097.14.novel3	ENSG00000187097.14	ENST00000334696.11	NMD	411	effectively_ptc	1444	1033
ENSG00000187118.15.novel1	ENSG00000187118.15	ENST00000466830.6	NMD	108	effectively_ptc	523	415
ENSG00000187325.6.novel1	ENSG00000187325.6	ENST00000341864.6	Control	-14	no_downstream_ejc	838	852
ENSG00000187630.19.novel2	ENSG00000187630.19	ENST00000397071.5	Control	24	truncated_no_ejc	1051	1027
ENSG00000187630.19.novel3	ENSG00000187630.19	ENST00000397071.5	NMD	330	effectively_ptc	3284	2954
ENSG00000187735.17.novel2	ENSG00000187735.17	ENST00000521604.7	NMD	804	effectively_ptc	1594	790
ENSG00000187961.16.novel1	ENSG00000187961.16	ENST00000338591.8	NMD	1318	effectively_ptc	1569	251
ENSG00000187961.16.novel6	ENSG00000187961.16	ENST00000338591.8	Control	3728	effectively_ptc	3947	219
ENSG00000188130.15.novel2	ENSG00000188130.15	ENST00000215659.13	Control	843	effectively_ptc	1239	396
ENSG00000189050.17.novel18	ENSG00000189050.17	ENST00000305783.13	NMD	539	effectively_ptc	1387	848
ENSG00000189050.17.novel20	ENSG00000189050.17	ENST00000305783.13	Control	-163	truncated_no_ejc	1123	1286
ENSG00000189152.12.novel1	ENSG00000189152.12	ENST00000344415.9	Control	-122	no_downstream_ejc	598	720
ENSG00000196387.11.novel1	ENSG00000196387.11	ENST00000536790.5	NMD	-1140	no_downstream_ejc	641	1781
ENSG00000196428.14.novel1	ENSG00000196428.14	ENST00000466814.1	NMD	168	effectively_ptc	3296	3128
ENSG00000196505.12.novel3	ENSG00000196505.12	ENST00000369443.10	Control	-159	truncated_no_ejc	1137	1296
ENSG00000196505.12.novel6	ENSG00000196505.12	ENST00000369443.10	NMD	103	effectively_ptc	1683	1580
ENSG00000196792.13.novel1	ENSG00000196792.13	ENST00000355683.9	Control	-168	no_downstream_ejc	2999	3167
ENSG00000196873.17.novel1	ENSG00000196873.17	ENST00000478048.5	NMD	628	effectively_ptc	1405	777
ENSG00000196911.13.novel4	ENSG00000196911.13	ENST00000356348.6	NMD	1052	effectively_ptc	2023	971
ENSG00000196998.20.novel5	ENSG00000196998.20	ENST00000376372.9	NMD	547	effectively_ptc	1240	693
ENSG00000197150.14.novel1	ENSG00000197150.14	ENST00000358849.9	Control	-5	truncated_no_ejc	1323	1328
ENSG00000197150.14.novel4	ENSG00000197150.14	ENST00000358849.9	NMD	751	effectively_ptc	2072	1321
ENSG00000197355.12.novel1	ENSG00000197355.12	ENST00000409858.8	NMD	928	effectively_ptc	1351	423
ENSG00000197355.12.novel9	ENSG00000197355.12	ENST00000409858.8	Control	-91	no_downstream_ejc	1727	1818
ENSG00000197771.14.novel3	ENSG00000197771.14	ENST00000369077.4	NMD	1249	effectively_ptc	2165	916
ENSG00000197860.11.novel3	ENSG00000197860.11	ENST00000381007.9	NMD	516	effectively_ptc	974	458
ENSG00000197872.12.novel3	ENSG00000197872.12	ENST00000381323.7	NMD	449	effectively_ptc	1054	605
ENSG00000198026.9.novel1	ENSG00000198026.9	ENST00000322927.3	Control	-411	truncated_no_ejc	315	726
ENSG00000198060.11.novel1	ENSG00000198060.11	ENST00000358935.3	NMD	575	effectively_ptc	2006	1431
ENSG00000198060.11.novel2	ENSG00000198060.11	ENST00000358935.3	Control	-36	truncated_no_ejc	1708	1744
ENSG00000198185.13.novel1	ENSG00000198185.13	ENST00000347606.8	NMD	246	effectively_ptc	611	365
ENSG00000198185.13.novel2	ENSG00000198185.13	ENST00000347606.8	Control	329	effectively_ptc	629	300
ENSG00000198203.11.novel1	ENSG00000198203.11	ENST00000251481.11	NMD	325	effectively_ptc	1144	819
ENSG00000198276.17.novel1	ENSG00000198276.17	ENST00000354216.11	NMD	358	effectively_ptc	1678	1320
ENSG00000198408.15.novel1	ENSG00000198408.15	ENST00000361464.8	NMD	529	effectively_ptc	3558	3029
ENSG00000198408.15.novel48	ENSG00000198408.15	ENST00000361464.8	Control	-294	truncated_no_ejc	1490	1784
ENSG00000198612.12.novel1	ENSG00000198612.12	ENST00000354371.7	NMD	128	effectively_ptc	1086	958
ENSG00000198814.15.novel9	ENSG00000198814.15	ENST00000378945.7	NMD	1324	effectively_ptc	1734	410
ENSG00000198858.11.novel2	ENSG00000198858.11	ENST00000361574.10	Control	-18	truncated_no_ejc	796	814
ENSG00000203697.13.novel4	ENSG00000203697.13	ENST00000366873.6	NMD	571	effectively_ptc	1139	568
ENSG00000203791.16.novel1	ENSG00000203791.16	ENST00000368836.7	NMD	340	effectively_ptc	1132	792
ENSG00000203837.5.novel2	ENSG00000203837.5	ENST00000369230.4	Control	1121	effectively_ptc	1406	285
ENSG00000203837.5.novel7	ENSG00000203837.5	ENST00000369230.4	NMD	988	effectively_ptc	1246	258
ENSG00000204256.16.novel43	ENSG00000204256.16	ENST00000607833.5	Control	-135	no_downstream_ejc	3729	3864
ENSG00000204256.16.novel73	ENSG00000204256.16	ENST00000607833.5	NMD	1228	effectively_ptc	5214	3986
ENSG00000204394.14.novel1	ENSG00000204394.14	ENST00000375663.8	Control	-67	no_downstream_ejc	4673	4740
ENSG00000204394.14.novel2	ENSG00000204394.14	ENST00000375663.8	NMD	1992	effectively_ptc	4095	2103
ENSG00000204576.13.novel8	ENSG00000204576.13	ENST00000376557.3	Control	-99	truncated_no_ejc	1012	1111
ENSG00000204604.14.novel9	ENSG00000204604.14	ENST00000595646.6	NMD	146	effectively_ptc	587	441
ENSG00000204642.15.novel5	ENSG00000204642.15	ENST00000334668.8	NMD	532	effectively_ptc	1249	717
ENSG00000205571.16.novel3	ENSG00000205571.16	ENST00000380743.9	NMD	114	effectively_ptc	1058	944
ENSG00000213341.12.novel1	ENSG00000213341.12	ENST00000370397.8	Control	33	truncated_no_ejc	2295	2262
ENSG00000213341.12.novel4	ENSG00000213341.12	ENST00000370397.8	NMD	216	effectively_ptc	2553	2337
ENSG00000213551.8.novel4	ENSG00000213551.8	ENST00000372950.6	NMD	438	effectively_ptc	4489	4051
ENSG00000213551.8.novel5	ENSG00000213551.8	ENST00000372950.6	Control	453	effectively_ptc	2384	1931
ENSG00000221968.10.novel2	ENSG00000221968.10	ENST00000278829.7	Control	-50	no_downstream_ejc	1667	1717
ENSG00000221968.10.novel5	ENSG00000221968.10	ENST00000278829.7	NMD	422	effectively_ptc	1993	1571
ENSG00000221978.14.novel1	ENSG00000221978.14	ENST00000408918.8	Control	2470	effectively_ptc	3654	1184
ENSG00000221978.14.novel2	ENSG00000221978.14	ENST00000408918.8	NMD	657	effectively_ptc	1818	1161
ENSG00000224945.1.novel3	ENSG00000224945.1	ENST00000429700.2	Control	48	no_downstream_ejc	4659	4611
ENSG00000224945.1.novel5	ENSG00000224945.1	ENST00000429700.2	NMD	48	no_downstream_ejc	2900	2852
