gene_id	dominant_isoform_id	non_dominant_isoform_id	dom_start_codon	both_valid_atg	dom_scanned_orf_length_nt	comp_scanned_orf_length_nt	dom_stop_codon_type	comp_stop_codon_type	dom_reached_end	comp_reached_end	dom_ptc_distance	comp_ptc_distance	dom_has_ptc	comp_has_ptc	orf_length_diff	n_cds_events	net_shift	net_frame_status
ENSG00000169372	ENST00000551065.5	ENST00000332896.8	93678775	TRUE	309	597	TGA	TGA	FALSE	FALSE	112	-300	TRUE	FALSE	288	1	-44084	frame_disrupted
ENSG00000169372	ENST00000332896.8	ENST00000551065.5	93678775	TRUE	597	309	TGA	TGA	FALSE	FALSE	-300	112	FALSE	TRUE	-288	1	-787	frame_disrupted
ENSG00000259916	ENST00000561882.2	ENST00000696094.1	94588522	TRUE	1038	657	TAA	TAA	FALSE	FALSE	-284	-284	FALSE	FALSE	-381	3	-381	frame_preserved
ENSG00000259916	ENST00000561882.2	ENST00000696095.1	94588522	TRUE	1038	657	TAA	TAA	FALSE	FALSE	-284	-284	FALSE	FALSE	-381	3	-381	frame_preserved
ENSG00000259916	ENST00000696095.1	ENST00000561882.2	94588522	TRUE	657	1038	TAA	TAA	FALSE	FALSE	-284	-284	FALSE	FALSE	381	3	381	frame_preserved
ENSG00000259916	ENST00000696095.1	ENST00000696094.1	94588522	TRUE	657	657	TAA	TAA	FALSE	FALSE	-284	-284	FALSE	FALSE	0	NA	NA	NA
ENSG00000131652	ENST00000253952.9	ENST00000326266.13	3024327	TRUE	888	1023	TGA	TGA	FALSE	FALSE	-79	-79	FALSE	FALSE	135	1	135	frame_preserved
ENSG00000281613	ENST00000585611.5	ENST00000590673.5	112349709	TRUE	210	106	NA	NA	TRUE	TRUE	NA	NA	NA	NA	-104	1	-104	frame_disrupted
ENSG00000105612	ENST00000592506.2	PB.15143.1	12881375	TRUE	915	1080	TAA	TAA	FALSE	FALSE	-372	-372	FALSE	FALSE	165	1	165	frame_preserved
ENSG00000105612	ENST00000592506.2	PB.15143.21	12881375	TRUE	915	882	TAA	TAA	FALSE	FALSE	-372	-372	FALSE	FALSE	-33	2	-33	frame_preserved
ENSG00000204941	ENST00000599812.5	PB.15758.3	43186405	TRUE	1284	1005	TAG	TAG	FALSE	FALSE	42	42	FALSE	FALSE	-279	1	-279	frame_preserved
ENSG00000204941	ENST00000599812.5	PB.15758.13	43186405	TRUE	1284	999	TAG	TAG	FALSE	FALSE	42	-291	FALSE	FALSE	-285	3	-2015	frame_disrupted
ENSG00000204941	ENST00000599812.5	PB.15758.7	43186405	TRUE	1284	471	TAG	TAG	FALSE	FALSE	42	42	FALSE	FALSE	-813	3	-813	frame_preserved
ENSG00000111850	ENST00000229570.9	ENST00000968380.1	87337032	TRUE	291	291	TAG	TAG	FALSE	FALSE	-157	-157	FALSE	FALSE	0	NA	NA	NA
ENSG00000111850	ENST00000968380.1	ENST00000229570.9	87337032	TRUE	291	291	TAG	TAG	FALSE	FALSE	-157	-157	FALSE	FALSE	0	NA	NA	NA
ENSG00000148541	ENST00000614220.4	ENST00000920262.1	59362460	TRUE	1818	1458	TGA	TGA	FALSE	FALSE	-122	-122	FALSE	FALSE	-360	4	-360	frame_preserved
ENSG00000015475	ENST00000614949.4	PB.20352.1	17739423	TRUE	297	297	TGA	TGA	FALSE	FALSE	-10	-10	FALSE	FALSE	0	NA	NA	NA
ENSG00000015475	ENST00000614949.4	PB.20352.20	17739423	TRUE	297	297	TGA	TGA	FALSE	FALSE	-10	-10	FALSE	FALSE	0	NA	NA	NA
ENSG00000281089	ENST00000626623.2	ENST00000626639.1	197166	TRUE	1332	1872	TGA	TGA	FALSE	FALSE	-92	-92	FALSE	FALSE	540	5	540	frame_preserved
ENSG00000281306	ENST00000629532.2	ENST00000629627.1	176422	TRUE	309	309	TAG	TAG	FALSE	FALSE	-118	-118	FALSE	FALSE	0	NA	NA	NA
ENSG00000283100	ENST00000635478.1	ENST00000635192.1	303491	TRUE	1056	220	TGA	NA	FALSE	TRUE	-154	NA	FALSE	NA	-836	2	-11386	frame_disrupted
ENSG00000283100	ENST00000635192.1	ENST00000635478.1	303491	TRUE	220	1056	NA	TGA	TRUE	FALSE	NA	-154	NA	FALSE	836	NA	NA	NA
ENSG00000283883	ENST00000639896.1	ENST00000640337.1	274186	TRUE	2097	1266	TAG	TAG	FALSE	FALSE	-83	-83	FALSE	FALSE	-831	7	-831	frame_preserved
ENSG00000283883	ENST00000638884.1	ENST00000639896.1	274186	TRUE	648	2097	TGA	TAG	FALSE	FALSE	1464	-83	TRUE	FALSE	1449	1	-98	frame_disrupted
ENSG00000283883	ENST00000638884.1	ENST00000640337.1	274186	TRUE	648	1266	TGA	TAG	FALSE	FALSE	1464	-83	TRUE	FALSE	618	4	-421	frame_disrupted
ENSG00000065413	ENST00000647377.1	PB.18264.27	197310604	TRUE	3168	3168	TGA	TGA	FALSE	FALSE	-246	-246	FALSE	FALSE	0	NA	NA	NA
ENSG00000065413	ENST00000647377.1	PB.18264.31	197310604	TRUE	3168	1458	TGA	TAA	FALSE	FALSE	-246	-143	FALSE	FALSE	-1710	2	-94976	frame_disrupted
ENSG00000065413	ENST00000647377.1	PB.18264.28	197310604	TRUE	3168	3003	TGA	TAG	FALSE	FALSE	-246	-173	FALSE	FALSE	-165	2	-3238	frame_disrupted
ENSG00000261587	ENST00000696148.1	ENST00000696146.1	144354767	TRUE	489	705	TAA	TGA	FALSE	FALSE	3	-178	FALSE	FALSE	216	3	35	frame_disrupted
ENSG00000132664	ENST00000697658.1	PB.19193.4	18473395	TRUE	696	696	TAA	TAA	FALSE	FALSE	-76	-76	FALSE	FALSE	0	NA	NA	NA
ENSG00000147010	ENST00000699726.1	PB.33532.10	19746426	TRUE	1893	1818	TGA	TGA	FALSE	FALSE	-40	-40	FALSE	FALSE	-75	1	-75	frame_preserved
ENSG00000147010	ENST00000699726.1	PB.33532.83	19746426	TRUE	1893	1818	TGA	TGA	FALSE	FALSE	-40	-40	FALSE	FALSE	-75	1	-75	frame_preserved
ENSG00000104427	ENST00000705981.1	PB.31128.17	78666149	TRUE	726	726	TGA	TGA	FALSE	FALSE	158	158	TRUE	TRUE	0	NA	NA	NA
ENSG00000104427	ENST00000705981.1	PB.31128.21	78666149	TRUE	726	270	TGA	TAA	FALSE	FALSE	158	589	TRUE	TRUE	-456	2	-25	frame_disrupted
ENSG00000104427	ENST00000705981.1	PB.31128.14	78666149	TRUE	726	1092	TGA	TGA	FALSE	FALSE	158	-164	TRUE	FALSE	366	2	44	frame_disrupted
ENSG00000104427	ENST00000705981.1	PB.31128.4	78666149	TRUE	726	1092	TGA	TGA	FALSE	FALSE	158	-164	TRUE	FALSE	366	2	44	frame_disrupted
ENSG00000021574	ENST00000713716.1	PB.16634.12	32063832	TRUE	1953	1752	TAA	TAA	FALSE	FALSE	-121	-121	FALSE	FALSE	-201	2	-201	frame_preserved
ENSG00000021574	ENST00000713716.1	PB.16634.16	32063832	TRUE	1953	1683	TAA	NA	FALSE	TRUE	-121	NA	FALSE	NA	-270	3	-1551	frame_preserved
ENSG00000134470	ENST00000851428.1	ENST00000851424.1	5977492	TRUE	798	756	TGA	TGA	FALSE	FALSE	-110	-110	FALSE	FALSE	-42	3	-42	frame_preserved
ENSG00000134470	ENST00000851428.1	ENST00000530685.5	5977492	TRUE	798	657	TGA	TGA	FALSE	FALSE	-110	-65	FALSE	FALSE	-141	2	-853	frame_disrupted
ENSG00000134470	ENST00000851428.1	ENST00000962787.1	5977492	TRUE	798	720	TGA	TGA	FALSE	FALSE	-110	-110	FALSE	FALSE	-78	4	-78	frame_preserved
ENSG00000115919	ENST00000852082.1	ENST00000424385.5	142885368	TRUE	1395	228	TAG	TAG	FALSE	FALSE	-124	69	FALSE	TRUE	-1167	3	-87509	frame_disrupted
ENSG00000115919	ENST00000852082.1	ENST00000852077.1	142885368	TRUE	1395	1503	TAG	TAG	FALSE	FALSE	-124	-124	FALSE	FALSE	108	1	108	frame_preserved
ENSG00000115919	ENST00000424385.5	ENST00000852077.1	142885368	TRUE	228	1503	TAG	TAG	FALSE	FALSE	69	-124	TRUE	FALSE	1275	2	229	frame_disrupted
ENSG00000115919	ENST00000424385.5	ENST00000852082.1	142885368	TRUE	228	1395	TAG	TAG	FALSE	FALSE	69	-124	TRUE	FALSE	1167	1	121	frame_disrupted
ENSG00000116754	ENST00000855489.1	ENST00000855493.1	70221637	TRUE	1470	1449	TGA	TGA	FALSE	FALSE	-193	-193	FALSE	FALSE	-21	1	-21	frame_preserved
ENSG00000116754	ENST00000855489.1	PB.1280.26	70221637	TRUE	1470	1461	TGA	TGA	FALSE	FALSE	-193	-193	FALSE	FALSE	-9	2	-9	frame_preserved
ENSG00000116754	ENST00000855489.1	PB.1280.5	70221637	TRUE	1470	1035	TGA	TAA	FALSE	FALSE	-193	254	FALSE	TRUE	-435	3	15	frame_preserved
ENSG00000116754	ENST00000855489.1	PB.1280.68	70221637	TRUE	1470	1449	TGA	TGA	FALSE	FALSE	-193	-193	FALSE	FALSE	-21	1	-21	frame_preserved
ENSG00000116754	ENST00000855489.1	PB.1280.7	70221637	TRUE	1470	1293	TGA	TGA	FALSE	FALSE	-193	-176	FALSE	FALSE	-177	2	-21	frame_preserved
ENSG00000072163	ENST00000855737.1	ENST00000855738.1	127675024	TRUE	1542	1101	TGA	TGA	FALSE	FALSE	-146	-146	FALSE	FALSE	-441	2	-441	frame_preserved
ENSG00000183624	ENST00000857378.1	ENST00000857383.1	129279733	TRUE	936	954	TGA	TGA	FALSE	FALSE	-235	-235	FALSE	FALSE	18	1	18	frame_preserved
ENSG00000183624	ENST00000857378.1	PB.22438.37	129279733	TRUE	936	936	TGA	TGA	FALSE	FALSE	-235	-235	FALSE	FALSE	0	NA	NA	NA
ENSG00000089486	ENST00000857444.1	ENST00000857443.1	4514130	TRUE	624	624	TAA	TAA	FALSE	FALSE	-110	-110	FALSE	FALSE	0	NA	NA	NA
ENSG00000089486	ENST00000857444.1	ENST00000566234.2	4514130	TRUE	624	86	TAA	NA	FALSE	TRUE	-110	NA	FALSE	NA	-538	2	-2738	frame_disrupted
ENSG00000089486	ENST00000857444.1	ENST00000857446.1	4514130	TRUE	624	624	TAA	TAA	FALSE	FALSE	-110	-110	FALSE	FALSE	0	NA	NA	NA
ENSG00000089486	ENST00000857444.1	ENST00000857435.1	4514130	TRUE	624	624	TAA	TAA	FALSE	FALSE	-110	-110	FALSE	FALSE	0	NA	NA	NA
ENSG00000068697	ENST00000858092.1	PB.16438.6	20051520	TRUE	591	450	TGA	TAA	FALSE	FALSE	-73	2980	FALSE	TRUE	-141	2	108	frame_preserved
ENSG00000138678	ENST00000860064.1	PB.24036.33	83536623	TRUE	1137	1212	TAA	TAA	FALSE	FALSE	-98	-98	FALSE	FALSE	75	4	75	frame_preserved
ENSG00000169189	ENST00000869105.1	ENST00000869104.1	27257570	TRUE	798	798	TAG	TAG	FALSE	FALSE	-78	-78	FALSE	FALSE	0	NA	NA	NA
ENSG00000169189	ENST00000869104.1	ENST00000869105.1	27257570	TRUE	798	798	TAG	TAG	FALSE	FALSE	-78	-78	FALSE	FALSE	0	NA	NA	NA
ENSG00000170421	ENST00000871788.1	ENST00000871784.1	52904981	TRUE	1449	1449	TGA	TGA	FALSE	FALSE	-189	-189	FALSE	FALSE	0	NA	NA	NA
ENSG00000170421	ENST00000871788.1	ENST00000871790.1	52904981	TRUE	1449	1449	TGA	TGA	FALSE	FALSE	-189	-189	FALSE	FALSE	0	NA	NA	NA
ENSG00000163864	ENST00000873210.1	PB.22563.4	139627724	TRUE	756	576	TAG	TAA	FALSE	FALSE	-381	493	FALSE	TRUE	-180	2	694	frame_disrupted
ENSG00000183137	ENST00000873365.1	ENST00000873360.1	109145222	TRUE	1332	1431	TAA	TAA	FALSE	FALSE	-220	-220	FALSE	FALSE	99	2	99	frame_preserved
ENSG00000183137	ENST00000873360.1	ENST00000873365.1	109145222	TRUE	1431	1332	TAA	TAA	FALSE	FALSE	-220	-220	FALSE	FALSE	-99	2	-99	frame_preserved
ENSG00000137204	ENST00000875182.1	ENST00000372574.7	43298359	TRUE	1359	1617	TAA	TGA	FALSE	FALSE	-53	-239	FALSE	FALSE	258	4	-541	frame_disrupted
ENSG00000137204	ENST00000875182.1	ENST00000875175.1	43298359	TRUE	1359	1560	TAA	TAA	FALSE	FALSE	-53	-53	FALSE	FALSE	201	3	201	frame_preserved
ENSG00000137204	ENST00000875175.1	ENST00000875182.1	43298359	TRUE	1560	1359	TAA	TAA	FALSE	FALSE	-53	-53	FALSE	FALSE	-201	3	-201	frame_preserved
ENSG00000137204	ENST00000372574.7	ENST00000875175.1	43298359	TRUE	1617	1560	TGA	TAA	FALSE	FALSE	-239	-53	FALSE	FALSE	-57	3	-314	frame_disrupted
ENSG00000137204	ENST00000372574.7	ENST00000875182.1	43298359	TRUE	1617	1359	TGA	TAA	FALSE	FALSE	-239	-53	FALSE	FALSE	-258	3	-515	frame_disrupted
ENSG00000198719	ENST00000876125.1	ENST00000876123.1	170290139	TRUE	2169	2169	TAA	TAA	FALSE	FALSE	-4	-4	FALSE	FALSE	0	NA	NA	NA
ENSG00000198719	ENST00000876125.1	ENST00000876124.1	170290139	TRUE	2169	2169	TAA	TAA	FALSE	FALSE	-4	-4	FALSE	FALSE	0	NA	NA	NA
ENSG00000198719	ENST00000876125.1	ENST00000915773.1	170290139	TRUE	2169	2169	TAA	TAA	FALSE	FALSE	-4	-4	FALSE	FALSE	0	NA	NA	NA
ENSG00000198719	ENST00000876125.1	PB.28671.19	170290139	TRUE	2169	1872	TAA	TAA	FALSE	FALSE	-4	-4	FALSE	FALSE	-297	1	-297	frame_preserved
ENSG00000029725	ENST00000876349.1	PB.12632.44	5282487	TRUE	2469	2652	TGA	TGA	FALSE	FALSE	-100	-100	FALSE	FALSE	183	2	183	frame_preserved
ENSG00000117425	ENST00000881531.1	PB.918.3	44842932	TRUE	3558	3609	TGA	TGA	FALSE	FALSE	-253	-253	FALSE	FALSE	51	1	51	frame_preserved
ENSG00000117425	PB.918.3	ENST00000881531.1	44842932	TRUE	3609	3558	TGA	TGA	FALSE	FALSE	-253	-253	FALSE	FALSE	-51	1	-51	frame_preserved
ENSG00000148123	ENST00000883514.1	ENST00000395056.2	101185495	TRUE	975	975	TGA	TGA	FALSE	FALSE	-31	-31	FALSE	FALSE	0	NA	NA	NA
ENSG00000148123	ENST00000395056.2	ENST00000883514.1	101185495	TRUE	975	975	TGA	TGA	FALSE	FALSE	-31	-31	FALSE	FALSE	0	NA	NA	NA
ENSG00000136574	ENST00000886855.1	ENST00000886851.1	11708313	TRUE	1326	1329	TAA	TAA	FALSE	FALSE	-181	-181	FALSE	FALSE	3	1	3	frame_preserved
ENSG00000136574	ENST00000886855.1	ENST00000886853.1	11708313	TRUE	1326	1329	TAA	TAA	FALSE	FALSE	-181	-181	FALSE	FALSE	3	1	3	frame_preserved
ENSG00000136574	ENST00000886855.1	ENST00000622443.3	11708313	TRUE	1326	1326	TAA	TAA	FALSE	FALSE	-181	-181	FALSE	FALSE	0	NA	NA	NA
ENSG00000077585	ENST00000889785.1	PB.3224.15	236142623	TRUE	1068	1221	TAG	TGA	FALSE	FALSE	-107	-26	FALSE	FALSE	153	2	-624	frame_preserved
ENSG00000077585	ENST00000889785.1	PB.3224.2	236142623	TRUE	1068	1197	TAG	TAG	FALSE	FALSE	-107	-107	FALSE	FALSE	129	1	129	frame_preserved
ENSG00000077585	ENST00000889785.1	PB.3224.7	236142623	TRUE	1068	780	TAG	TGA	FALSE	FALSE	-107	NA	FALSE	FALSE	-288	2	-63053	frame_disrupted
ENSG00000077585	PB.3224.15	PB.3224.2	236142623	TRUE	1221	1197	TGA	TAG	FALSE	FALSE	-26	-107	FALSE	FALSE	-24	2	-3481	frame_disrupted
ENSG00000077585	PB.3224.15	PB.3224.7	236142623	TRUE	1221	780	TGA	TGA	FALSE	FALSE	-26	NA	FALSE	FALSE	-441	2	-70137	frame_preserved
ENSG00000108039	ENST00000891176.1	PB.4576.64	109923433	TRUE	1902	360	TAA	TGA	FALSE	FALSE	-127	-115	FALSE	FALSE	-1542	1	-39079	frame_disrupted
ENSG00000108039	PB.4576.64	ENST00000891176.1	109923433	TRUE	360	1902	TGA	TAA	FALSE	FALSE	-115	-127	FALSE	FALSE	1542	1	-2199	frame_preserved
ENSG00000108039	PB.4576.64	ENST00000942375.1	109923433	TRUE	360	1455	TGA	TAA	FALSE	FALSE	-115	-127	FALSE	FALSE	1095	3	-2336	frame_disrupted
ENSG00000171097	ENST00000896301.1	ENST00000896303.1	128845405	TRUE	1266	1299	TAG	TAG	FALSE	FALSE	-58	-58	FALSE	FALSE	33	1	33	frame_preserved
ENSG00000171097	ENST00000896301.1	ENST00000896304.1	128845405	TRUE	1266	1266	TAG	TAG	FALSE	FALSE	-58	-58	FALSE	FALSE	0	NA	NA	NA
ENSG00000171097	ENST00000896301.1	ENST00000896299.1	128845405	TRUE	1266	1266	TAG	TAG	FALSE	FALSE	-58	-58	FALSE	FALSE	0	NA	NA	NA
ENSG00000140986	ENST00000902259.1	ENST00000968103.1	1954631	TRUE	1101	1194	TAG	TAG	FALSE	FALSE	-55	-55	FALSE	FALSE	93	2	93	frame_preserved
ENSG00000140986	ENST00000902259.1	ENST00000968104.1	1954631	TRUE	1101	1296	TAG	TAG	FALSE	FALSE	-55	-55	FALSE	FALSE	195	2	195	frame_preserved
ENSG00000140986	ENST00000902259.1	ENST00000968108.1	1954631	TRUE	1101	1281	TAG	TAG	FALSE	FALSE	-55	-55	FALSE	FALSE	180	2	180	frame_preserved
ENSG00000140986	ENST00000902259.1	ENST00000968106.1	1954631	TRUE	1101	1227	TAG	TAG	FALSE	FALSE	-55	-55	FALSE	FALSE	126	3	126	frame_preserved
ENSG00000124164	ENST00000903508.1	ENST00000903510.1	58389460	TRUE	576	789	TAG	TAG	FALSE	FALSE	-157	-157	FALSE	FALSE	213	2	213	frame_preserved
ENSG00000110887	ENST00000903562.1	ENST00000903561.1	108885007	TRUE	975	975	TGA	TGA	FALSE	FALSE	-130	-130	FALSE	FALSE	0	NA	NA	NA
ENSG00000135069	ENST00000906295.1	ENST00000916772.1	78297211	TRUE	1068	294	TGA	TGA	FALSE	FALSE	-104	-104	FALSE	FALSE	-774	6	-774	frame_preserved
ENSG00000135069	ENST00000906295.1	ENST00000916773.1	78297211	TRUE	1068	1074	TGA	TGA	FALSE	FALSE	-104	-104	FALSE	FALSE	6	2	6	frame_preserved
ENSG00000135069	ENST00000916772.1	ENST00000916773.1	78297211	TRUE	294	1074	TGA	TGA	FALSE	FALSE	-104	-104	FALSE	FALSE	780	5	780	frame_preserved
ENSG00000198919	ENST00000906856.1	PB.22130.2	108605407	TRUE	3624	3624	TGA	TGA	FALSE	FALSE	-109	-109	FALSE	FALSE	0	NA	NA	NA
ENSG00000198919	ENST00000906856.1	PB.22130.23	108605407	TRUE	3624	459	TGA	TAA	FALSE	FALSE	-109	-85	FALSE	FALSE	-3165	1	-69289	frame_disrupted
ENSG00000198919	ENST00000906856.1	PB.22130.44	108605407	TRUE	3624	3564	TGA	TGA	FALSE	FALSE	-109	8	FALSE	FALSE	-60	1	-60	frame_preserved
ENSG00000198919	ENST00000906856.1	PB.22130.53	108605407	TRUE	3624	2006	TGA	NA	FALSE	TRUE	-109	NA	FALSE	NA	-1618	2	-42466	frame_disrupted
ENSG00000198919	ENST00000906856.1	PB.22130.55	108605407	TRUE	3624	1965	TGA	TAA	FALSE	FALSE	-109	-174	FALSE	FALSE	-1659	2	-42486	frame_preserved
ENSG00000161653	ENST00000906977.1	PB.13316.2	44004664	TRUE	1533	1602	TGA	TGA	FALSE	FALSE	-152	-152	FALSE	FALSE	69	1	69	frame_preserved
ENSG00000161653	PB.13316.2	ENST00000906977.1	44004664	TRUE	1602	1533	TGA	TGA	FALSE	FALSE	-152	-152	FALSE	FALSE	-69	1	-69	frame_preserved
ENSG00000152763	ENST00000908561.1	PB.1248.117	66924831	TRUE	2349	2544	TAA	TAA	FALSE	FALSE	-49	-49	FALSE	FALSE	195	1	195	frame_preserved
ENSG00000152763	ENST00000908561.1	PB.1248.4	66924831	TRUE	2349	2445	TAA	TAA	FALSE	FALSE	-49	-49	FALSE	FALSE	96	2	96	frame_preserved
ENSG00000111445	ENST00000913934.1	ENST00000900840.1	118016828	TRUE	942	1005	TAG	TAG	FALSE	FALSE	-95	-89	FALSE	FALSE	63	2	63	frame_preserved
ENSG00000111445	ENST00000913934.1	ENST00000900841.1	118016828	TRUE	942	738	TAG	TAG	FALSE	FALSE	-95	-95	FALSE	FALSE	-204	4	-204	frame_preserved
ENSG00000111445	ENST00000913934.1	PB.8080.1	118016828	TRUE	942	828	TAG	TGA	FALSE	FALSE	-95	-166	FALSE	FALSE	-114	2	-3251	frame_disrupted
ENSG00000111445	ENST00000913934.1	ENST00000454402.7	118016828	TRUE	942	1020	TAG	TAG	FALSE	FALSE	-95	-95	FALSE	FALSE	78	1	78	frame_preserved
ENSG00000160214	ENST00000917586.1	PB.20277.1	43789630	TRUE	1239	435	TGA	TAG	FALSE	FALSE	-261	2029	FALSE	TRUE	-804	4	1486	frame_disrupted
ENSG00000160214	ENST00000917586.1	PB.20277.8	43789630	TRUE	1239	999	TGA	TGA	FALSE	FALSE	-261	-11	FALSE	FALSE	-240	4	124	frame_disrupted
ENSG00000128463	ENST00000918920.1	ENST00000267750.9	34225115	TRUE	540	549	TGA	TGA	FALSE	FALSE	-25	-34	FALSE	FALSE	9	1	9	frame_preserved
ENSG00000128463	ENST00000267750.9	ENST00000918920.1	34225115	TRUE	549	540	TGA	TGA	FALSE	FALSE	-34	-25	FALSE	FALSE	-9	1	-9	frame_preserved
ENSG00000152240	ENST00000921196.1	ENST00000586060.5	46104412	TRUE	834	282	TGA	TAA	FALSE	FALSE	36	166	FALSE	TRUE	-552	5	-1658	frame_disrupted
ENSG00000152240	ENST00000921196.1	ENST00000921198.1	46104412	TRUE	834	771	TGA	TGA	FALSE	FALSE	36	-49	FALSE	FALSE	-63	1	-63	frame_preserved
ENSG00000152240	ENST00000586060.5	ENST00000921196.1	46104412	TRUE	282	834	TAA	TGA	FALSE	FALSE	166	36	TRUE	FALSE	552	2	271	frame_disrupted
ENSG00000152240	ENST00000586060.5	ENST00000921198.1	46104412	TRUE	282	771	TAA	TGA	FALSE	FALSE	166	-49	TRUE	FALSE	489	2	208	frame_disrupted
ENSG00000119013	ENST00000928300.1	ENST00000953983.1	201078883	TRUE	294	294	TGA	TGA	FALSE	FALSE	-155	-155	FALSE	FALSE	0	NA	NA	NA
ENSG00000105371	ENST00000929145.1	ENST00000340992.4	10287013	TRUE	843	816	TAA	TGA	FALSE	FALSE	-117	-197	FALSE	FALSE	-27	2	-107	frame_disrupted
ENSG00000130764	ENST00000931370.1	ENST00000931369.1	3796476	TRUE	1656	1644	TGA	TGA	FALSE	FALSE	-247	-247	FALSE	FALSE	-12	1	-12	frame_preserved
ENSG00000130764	ENST00000931370.1	PB.100.11	3796476	TRUE	1656	1365	TGA	TGA	FALSE	FALSE	-247	354	FALSE	TRUE	-291	2	310	frame_disrupted
ENSG00000130764	ENST00000931370.1	PB.100.13	3796476	TRUE	1656	1119	TGA	TGA	FALSE	FALSE	-247	3003	FALSE	TRUE	-537	1	0	frame_preserved
ENSG00000130764	ENST00000931370.1	PB.100.14	3796476	TRUE	1656	1569	TGA	TGA	FALSE	FALSE	-247	-247	FALSE	FALSE	-87	3	-87	frame_preserved
ENSG00000130764	ENST00000931370.1	PB.100.15	3796476	TRUE	1656	1749	TGA	TGA	FALSE	FALSE	-247	-247	FALSE	FALSE	93	1	93	frame_preserved
ENSG00000130764	ENST00000931370.1	PB.100.2	3796476	TRUE	1656	1749	TGA	TGA	FALSE	FALSE	-247	-247	FALSE	FALSE	93	1	93	frame_preserved
ENSG00000162636	ENST00000931504.1	ENST00000370035.8	108560429	TRUE	963	1080	TAG	TAG	FALSE	FALSE	-41	-41	FALSE	FALSE	117	1	117	frame_preserved
ENSG00000162636	ENST00000931504.1	PB.1629.3	108560429	TRUE	963	1080	TAG	TAG	FALSE	FALSE	-41	-41	FALSE	FALSE	117	1	117	frame_preserved
ENSG00000169439	ENST00000932834.1	ENST00000518385.5	96494272	TRUE	603	495	TAA	TAA	FALSE	FALSE	-162	-162	FALSE	FALSE	-108	2	-108	frame_preserved
ENSG00000169439	ENST00000518385.5	ENST00000932834.1	96494272	TRUE	495	603	TAA	TAA	FALSE	FALSE	-162	-162	FALSE	FALSE	108	2	108	frame_preserved
ENSG00000196353	ENST00000933671.1	ENST00000886212.1	131905443	TRUE	1482	1587	TGA	TGA	FALSE	FALSE	-133	-133	FALSE	FALSE	105	3	105	frame_preserved
ENSG00000196353	ENST00000886212.1	ENST00000933671.1	131905443	TRUE	1587	1482	TGA	TGA	FALSE	FALSE	-133	-133	FALSE	FALSE	-105	3	-105	frame_preserved
ENSG00000135390	ENST00000936914.1	ENST00000936908.1	53672614	TRUE	423	423	TGA	TGA	FALSE	FALSE	-113	-113	FALSE	FALSE	0	NA	NA	NA
ENSG00000102898	ENST00000939627.1	PB.12085.10	67865131	TRUE	387	360	TGA	TAA	FALSE	FALSE	-112	528	FALSE	TRUE	-27	2	1068	frame_preserved
ENSG00000102898	ENST00000939627.1	ENST00000939628.1	67865131	TRUE	387	282	TGA	TGA	FALSE	FALSE	-112	-112	FALSE	FALSE	-105	1	-105	frame_preserved
ENSG00000102898	PB.12085.10	ENST00000569436.7	67865131	TRUE	360	381	TAA	TGA	FALSE	FALSE	528	-112	TRUE	FALSE	21	1	0	frame_preserved
ENSG00000102898	PB.12085.10	ENST00000899784.1	67865131	TRUE	360	381	TAA	TGA	FALSE	FALSE	528	-112	TRUE	FALSE	21	1	0	frame_preserved
ENSG00000137337	ENST00000939653.1	ENST00000376406.8	30715175	TRUE	5697	6267	TGA	TGA	FALSE	FALSE	-166	-166	FALSE	FALSE	570	1	570	frame_preserved
ENSG00000173915	ENST00000940578.1	ENST00000940575.1	103392457	TRUE	174	174	TAA	TAA	FALSE	FALSE	5	5	FALSE	FALSE	0	NA	NA	NA
ENSG00000173915	ENST00000940578.1	ENST00000940580.1	103392457	TRUE	174	174	TAA	TAA	FALSE	FALSE	5	5	FALSE	FALSE	0	NA	NA	NA
ENSG00000173915	ENST00000940578.1	ENST00000951951.1	103392457	TRUE	174	174	TAA	TAA	FALSE	FALSE	5	-88	FALSE	FALSE	0	NA	NA	NA
ENSG00000173915	ENST00000940578.1	ENST00000940568.1	103392457	TRUE	174	174	TAA	TAA	FALSE	FALSE	5	5	FALSE	FALSE	0	NA	NA	NA
ENSG00000173915	ENST00000940578.1	ENST00000940577.1	103392457	TRUE	174	174	TAA	TAA	FALSE	FALSE	5	5	FALSE	FALSE	0	NA	NA	NA
ENSG00000114480	ENST00000942741.1	ENST00000942739.1	81761517	TRUE	1857	1596	TGA	TGA	FALSE	FALSE	-55	-55	FALSE	FALSE	-261	6	-261	frame_preserved
ENSG00000114480	ENST00000942741.1	PB.21971.41	81761517	TRUE	1857	1896	TGA	TGA	FALSE	FALSE	-55	-55	FALSE	FALSE	39	3	39	frame_preserved
ENSG00000114480	ENST00000942741.1	PB.21971.129	81761517	TRUE	1857	1245	TGA	TAG	FALSE	FALSE	-55	-138	FALSE	FALSE	-612	2	-99241	frame_disrupted
ENSG00000114480	ENST00000942741.1	PB.21971.106	81761517	TRUE	1857	1953	TGA	TGA	FALSE	FALSE	-55	-151	FALSE	FALSE	96	1	-44057	frame_disrupted
ENSG00000114480	ENST00000942741.1	PB.21971.77	81761517	TRUE	1857	1956	TGA	TAG	FALSE	FALSE	-55	103	FALSE	TRUE	99	2	257	frame_disrupted
